"fact","meta__relevant_articles__001","meta__relevant_articles__002","meta__relevant_articles__003","meta__relevant_articles__004","meta__accusation__001","meta__accusation__002","meta__accusation__003","meta__punish_of_money","meta__criminals__-","meta__term_of_imprisonment__death_penalty","meta__term_of_imprisonment__imprisonment","meta__term_of_imprisonment__life_imprisonment"
"湘潭市雨湖区人民检察院指控：2014年9月24日17时许，被告人谭某某在湘潭市雨湖区风车坪“苗苗幼儿园”附近捡垃圾，被害人袁某甲在整理垃圾过程中将谭某某捡拾的矿泉水瓶倒进垃圾车。谭某某见状后，抢过袁某甲的铁铲对其进行殴打。经鉴定：袁某甲所受损伤为轻伤二级。为证明上述事实，公诉机关向本院提交了相关证据。据此认为，被告人谭某某的行为构成××罪。提请本院依法判处。","234","","","","故意伤害","","","0","谭某某","False","15","False"
"鹤岗市兴安区人民检察院起诉书指控，2016年4月14日13时许，被告人戈xx驾驶摩托车在鹤岗市兴安区二十五中北侧道口，与被害人孟xx（男，49岁）驾驶的电动车发生剐蹭，二人发生争吵，孟某铁管打了戈的肩膀。尔后，戈与驾驶电动车的孟在鹤岗市兴安区兴盛小区新华街98栋西侧再次相遇，戈某随身携带气包钥匙将孟驾驶的电动车的窗户打碎，孟下车后戈某气包钥匙对孟的头部及手部进行殴打。致使孟的头部、手部受伤。经法医鉴定：被害人孟xx右手第四、五掌骨骨折；左额部皮肤裂伤；右环指近节指骨骨折。损伤程度为1、轻伤二级；2、轻微伤；3、轻微伤。九级残。公诉机关认为，被告人戈xx××他人身体，致人轻伤，其行为触犯了《中华人民共和国刑法》××××，犯罪事实清楚，证据确实、充分，应当以××罪追究其刑事责任。被告人戈xx在案发后能够如实供述自己罪行，应根据《中华人民共和国刑法》××××之规定对其处罚。并提交了相关证据。","234","","","","故意伤害","","","0","戈xx","False","12","False"
"上海市徐汇区人民检察院指控：2017年1月1日凌晨4时许，被告人阿某2酒后在本市淮海中路XXX号附近，无故挑衅被害人模某1，遭模某1拳打脚踢。阿某2在模某1停手后，趁模某1不备，至模某1身旁，使用铁制车锁猛击模某1头面部，致模某1倒地不起。阿某2则上前再次使用车锁连续猛击模某1头面部，被图某·如则麦麦提阻止后仍用脚踢踹模某1。阿某2的行为致模某1眶壁骨折(左眶下壁)、鼻骨骨折合并鼻中隔骨折、颌骨骨折。经鉴定，上述伤情均已构成轻伤贰级。2017年1月11日，被告人阿某2主动投案，到案后如实供述了上述犯罪事实。公诉机关认定被告人阿某2的行为触犯了《中华人民共和国刑法》××××之规定，应当以××罪追究其刑事责任。被告人阿某2主动投案，如实供述自己的罪行，根据刑法××××的规定，系自首，可以从轻处罚。建议对其判处××的刑事处罚。提请依法审判。","234","","","","故意伤害","","","0","阿某2","False","4","False"
"经审理查明，2015年9月20日16时左右，在大同市地煤中心公寓1号楼501宿舍，被告人张某某酒后因琐事与王某某发生争执，在争执的过程中张某某把王某某推倒，用脚踹王某某右肩部，使其右肩韧带断裂，右锁骨骨折。经大同市公安司法鉴定中心（同）公（司）鉴（活检）字[2015]308号《法医学人体损伤程度鉴定书》鉴定，王某某损伤为轻伤二级。2016年10月18日被害人王某某与被告人张某某达成刑事和解协议，由被告人张某某对被害人王某某造成的各项损失进行赔偿，被害人王某某对被告人张某某的行为予以谅解。上述事实，被告人在开庭审理过程中亦无异议，且有报案材料、被害人陈述、被告人供述和辩解、证人张某某、缑某的证言、辩认笔录及照片、法医学人体损伤程度鉴定书、户籍证明、刑事和解协议书、谅解书等证据证实，足以认定。","234","","","","故意伤害","","","0","张某某","False","18","False"
"经审理查明，2014年1月26日22时许，被告人武某某的朋友任2某的弟弟任1某因琐事与江左镇白土窑村民段3某、段2某等人在江左村金色年华KTV发生争执，引起打架。后任1某找到武某某等人让帮忙打架，在打架过程中，武某某用玻璃盛酒器将段2某眼部砸伤。经鉴定，段2某损伤程度为轻伤二级。2014年4月28日，武某某已赔偿段2某85000元整。上述事实，有被告人武某某供述；被害人段2某陈述；证人段3某、武某、杜某、陈某、段1某等人证言；户籍及无前科证明、抓获经过、羁押证、调解协议书、收条等书证；鉴定意见；辨认笔录；视听资料等证据在卷资证。庭审质证时，被告人武某某对上述证据亦无提出异议，且证据来源合法，能够相互印证，本院予以采信。","234","","","","故意伤害","","","0","武某某","False","9","False"
"剑阁县人民检察院指控：2014年4月25日2时许，“西成客专”清江河工地驾驶员周某在剑阁县XX镇XX村X组的清江河大桥工地九号桥墩与十号桥墩之间的工地上浇注混凝土，工地旁的住户樊某某因施工噪音不能休息，为使工地停工，樊某某站在自家2楼阳台大声吵闹，要求停止施工，并用堆放在自家2楼阳台上的砖块往施工现场扔，施工人员周某与唐某对樊某某多次喊话称下面有人，不要扔砖块，樊某某才停止了扔砖块。此后，周某与唐某又继续施工，十多分钟后，樊某某在自家2楼阳台上再次朝泵车扔砖块，唐某与周某为躲避砖块遂朝泵车车尾跑，在跑的过程中，砖块打中周某脸部，致周某面部损伤。案发后，经剑阁县公安局物证鉴定室鉴定，周某的损伤属于轻伤二级，经广元雄关司法鉴定所鉴定，周某面部的损伤构成九级伤残。公诉机关认为，被告人樊某某××他人身体，导致被害人受轻伤的行为，触犯了《中华人民共和国刑法》××，犯罪事实清楚，证据确实、充分，应当以××罪追究其刑事责任。案发后，被告人坦白认罪，建议判处××至一年六个月以下。附带民事诉讼原告周某要求被告人樊某某赔偿其经济损失172275.93元，即医药费11394.93元，误工费5200.00元，护理费2400元，住院伙食补助费1681元，交通费200.00元，鉴定费1400.00元，伤残赔偿金46800.00元，一次性就业和医疗补助金46800.00元，精神抚慰金20000.00元。","234","","","","故意伤害","","","0","樊某某","False","12","False"
"公诉机关指控：2015年8月27日晚，被告人詹某与被害人吴某乙等因房屋着火问题在嘉兴市秀洲区王江泾镇腾云村腾云桥57号门口发生纠纷继而打架；期间，被告人詹某使用消防用铁架子殴打被害人吴某乙，致被害人头部受伤。经法医鉴定，被害人吴某乙的伤势已达轻伤范围。经公安机关主持，被告人詹某与被害人吴某乙达成刑事和解，被告人詹某已按约赔偿被害人吴某乙36000元，并取得被害人谅解。","234","","","","故意伤害","","","0","詹某","False","7","False"
"吉林省公主岭市人民检察院指控：2015年11月16日8时许，因公主岭市某某镇街道居民景某乙的妻子刘某某传闲话，高某到景某乙家中找刘某某理论而发生口角，刘某某用玻璃杯将高某头部打伤，后景某乙儿子景某甲与高某厮打在一起，景某甲将高某左腿踹伤。经鉴定：伤者高某头部损伤程度为轻微伤，左下肢损伤程度为轻伤一级。吉林省公主岭市人民检察院指控上述犯罪事实所列举的证据有：1、涉案人员到案经过、违法犯罪记录查询证明；2、证人付某某、张某某等人的证言；3、被害人高某的陈述；4、被告人景某甲的供述；5、鉴定意见。吉林省公主岭市人民检察院认为，被告人景某甲××他人身体，致一人轻伤，其行为已触犯《中华人民共和国刑法》××之规定，犯罪事实清楚，证据确实、充分，应当以××罪追究其刑事责任。","234","","","","故意伤害","","","0","景某甲","False","15","False"
"公诉机关指控，2015年6月16日7时许，被告人徐某在沈阳市大东区东贸路X号“某水果市场”附近的马路上，因拉脚费用与被害人毕某某发生口角，遂用拳将毕某某打倒在地，用脚踢毕某某肋骨，致其额面部、肋部受伤。经法医鉴定，毕某某5处肋骨骨折伴右侧气胸的损伤程度为轻伤二级，额面部软组织的损伤程度为轻微伤。被告人徐某于2015年7月20日被传唤至公安机关。案件在审理过程中，经本院主持调解，被告人徐某与被害人毕某某已就民事赔偿部分达成谅解，由徐某一次性赔偿毕某某各项经济损失共计人民币55000元。","234","","","","故意伤害","","","0","徐某","False","5","False"
"经审理查明：1、被告人刘某甲与肖某乙因债务引发纠纷。2015年4月20日14时许，被告人刘某甲伙同“小袁”（身份不明）经商议后约肖某乙至遂川县城商贸城加油站面谈债务之事，肖某乙应约前来后，被告人刘某甲遂持刀将其左肩砍伤，肖某乙受伤后逃跑途中摔倒，被告人刘某甲及“小袁”又持刀对其劈砍。经鉴定，被害人肖某乙的人体损伤程度为轻伤一级。2015年5月4日，被告人刘某甲主动到公安机关投案，并如实供述了自己的罪行。案发后，被告人刘某甲已与被害人肖某乙达成了赔偿谅解协议，并取得了谅解。2、2015年6月9日，被告人刘某甲及刘某乙（另案处理）在遂川县看守所18号拘留室羁押期间，因不满同室羁押的施某，于是，由刘某乙扭住施某的双手使其不能动弹，被告人刘某甲用拳头击打施某的头面部，将其致伤。经鉴定，被害人施某的人体损伤程度为轻伤一级。案发后，被告人刘某甲如实供述了自己的罪行。另查明，被告人刘某甲在第二次犯罪后赔偿了被害人施某的部分医疗费。上述事实，被告人刘某甲在开庭审理过程中没有异议，并有被害人肖某乙、施某的陈述，证人刘某乙、谢某、晏某、刘某丙、曾某、张某甲、张某乙、邓某、刘某丁、余某、蒋某、赖某、肖某甲的证言，鉴定意见，书证、物证（照片），视听资料及辨认笔录等证据证实，足以认定。","234","","","","故意伤害","","","0","刘某甲","False","9","False"
"上海市浦东新区人民检察院指控，2015年11月14日20时许，被告人史某某在上海市浦东新区康桥镇横沔老镇一家河南面馆内用餐时，因琐事与被害人周某某发生争执并将周某某殴打致伤。经鉴定，被害人周某某的伤势构成轻伤。2016年1月13日，被告人史某某被公安机关抓获，到案后如实供述了上述犯罪事实。本院审理期间，被告人史某某在家属的帮助下与被害人周某某达成了赔偿协议，取得了谅解。","234","","","","故意伤害","","","0","史某某","False","12","False"
